qna_code,primary_question,parent_id,depth,quickmenu_label,user,domain,category,subcategory,question_sample,answer_sample,links,utm,follow_question1,follow_question2,follow_question3,follow_question4,follow_question5_formoreinformation,default_quickmenu,default_answer_type,default_answer_prompt,notes
kp_ex_entrance_005,,,,,exhibitor,출입가능시간,준비기간,지하주차장 차량 높이 제한,지하주차장에 트럭이 들어갈 수 있나요?,지하주차장 출입 가능 최대 높이는 2.2m입니다.,,,,,,,,,,,
kp_ex_entrance_006,,,,,exhibitor,출입가능시간,준비기간,전시장 차량 높이 제한,전시장에 차량 높이제한이 어떻게 되나요?,"짐을 상차하였을 때 아래 높이 이하여야 합니다.

1층 전시장(A,B홀) 진입 제한 높이 4M",,,,,,,,,,,
kp_ex_entrance_007,,,,,exhibitor,출입가능시간,준비기간,전시장 차량 중량제한,전시장에 차량 중량제한이 어떻게 되나요?,"전시장 내부는 4.5ton, 하역장은 8ton까지입니다",,,,,,,,,,,
kp_ex_entrance_008,,,,,exhibitor,출입가능시간,준비기간,화물차 무료 주차 QR위치,화물차 무료주차 QR위치는 어디있나요?,하역장 출입구 쪽에 있으며 자세한 위치는 하역장 경비원에게 문의바랍니다.,,,,,,,,,,,
kp_ex_entrance_009,,,,,exhibitor,출입가능시간,준비기간,차량 퇴장 시간,전시장 내부에 차량은 언제까지 이동해야하나요?,"전시장 내 차량은 공사 마지막날(3/18) 16:00까지 모두 퇴장하여야합니다.
전시장 내부가 매우 혼잡하므로 카트 또는 핸드캐리로 짐을 옮기시는 것을 추천드립니다",,,,,,,,,,,
kp_ex_entrance_010,,,,,exhibitor,출입가능시간,준비기간,택배/퀵,전시장에 택배 또는 퀵서비스를 보내려고 하는데요 주소를 어떻게 해야할까요?,사무국에서 택배를 받아드리는 서비스는 없습니다. 또한 전시장은 다양한 구성원이 활동하는 곳이다보니 분실물이 발생할 가능성이 있습니다. 현장에서 기사님과 소통하셔서 직접 수령하셔야 합니다.,,,,,,,,,,,
kp_ex_entrance_011,,,,,exhibitor,출입가능시간,전시기간,입장시간,참가기업의 입장시간은 어떻게 되나요?,"각 전시장별로 공사, 준비, 출입, 철거시간이 상이하오니 링크를 참고해주세요",https://eandex.co.kr/kimesmanual_113,,,,,,,,,,
kp_ex_entrance_012,,,,,exhibitor,출입가능시간,철거기간,반출일정,전시회 종료 후 짐은 언제 반출할 수 있나요?,"각 전시장별로 공사, 준비, 출입, 철거시간이 상이하오니 링크를 참고해주세요",https://eandex.co.kr/kimesmanual_114,,,,,,,,,,
kp_ex_entrance_013,,,,,exhibitor,출입가능시간,철거기간,반출증 작성,반출증은 어떻게 작성하는건가요?,"반출하시려고 하시는 물품을 장비단위/박스단위로 작성해주세요 
반출증 관련 작성 문의는 현장사무국으로 연락 바랍니다.",,,,,,,,,,,
kp_ex_entrance_014,,,,,exhibitor,출입가능시간,철거기간,반출증 제출 시간/위치,반출증은 어디서 발급받을 수 있나요?,"반출증 발급 일정은 아래와 같습니다.

시간: 3월 22일(일) 16:00 이후 / 3월 23일(월) 8:30 ~ 15:00
발급대 위치
Hall A/AL 참가업체: A1 입구
Hall B/BL/그랜드볼룸 참가업체: B2 입구
Hall C/E/EL 참가업체: C1 입구
Hall D/DL 참가업체: D1 입구",,,,,,,,,,,
kp_ex_entrance_015,,,,,exhibitor,출입가능시간,철거기간,,반출증은 언제 발급 받을 수 있나요?,"반출증 발급 일정은 아래와 같습니다.

시간: 3월 22일(일) 16:00 이후 / 3월 23일(월) 8:30 ~ 15:00
발급대 위치
Hall A/AL 참가업체: A1 입구
Hall B/BL/그랜드볼룸 참가업체: B2 입구
Hall C/E/EL 참가업체: C1 입구
Hall D/DL 참가업체: D1 입구",,,,,,,,,,,
kp_ex_entrance_016,,,,,exhibitor,출입가능시간,철거기간,차량 입장 시간,철거기간에 차량은 언제부터 들어올 수 있나요?,"차량입장은 전시회 마지막날 3월 22일 오후 6시 이후부터 가능합니다.
전시장 내부가 매우 혼잡하오니 카트 또는 핸드캐리로 반출하시는 것을 추천드립니다.",,,,,,,,,,,
kp_ex_booth_001,,,,,exhibitor,부스타입,조립부스,완공 문의,조립부스는 언제쯤 설치가 완료되나요?,"각 홀별로 공사시간이 상이하여 아래 내용 확인 부탁드립니다 
Hall A/B/C/D: 3/17(화) 점심 이후
1층/3층 로비 참가업체: 3/18(수) 오전 8시 이후
Hall E 참가업체: 3/18(수) 오전 9시 이후
그랜드볼룸(INSPIRE) : 3/18(수) 오후 4시 이후
※ 상기 일정은 현장 상황에 따라 변동 될 수 있습니다.",,,,,,,,,,,
kp_ex_booth_002,,,,,exhibitor,부스타입,조립부스,준비 문의,"조립부스 참가기업인데, 언제부터 장비를 세팅할 수 있나요?","각 홀별로 공사시간이 상이하여 아래 내용 확인 부탁드립니다 
Hall A/B/C/D: 3/17(화) 오후 12시 이후
1층/3층 로비 참가업체: 3/18(수) 오전 8시 이후
Hall E 참가업체: 3/18(수) 오전 9시 이후
그랜드볼룸(INSPIRE) : 3/18(수) 오후 4시 이후
※ 상기 일정은 현장 상황에 따라 변동 될 수 있습니다.",,,,,,,,,,,
kp_ex_booth_003,,,,,exhibitor,부스타입,조립부스,간판/상호명 문의,조립부스 간판이 잘못 출력되었습니다,"조립부스 시공사 측에 문의 부탁드립니다.
Hall A/B: 나라디자인 홍성민 과장 02-557-0481
Hall C/D(MedicomteK 포함) : 나라디자인 홍성민 과장 02-557-0481
Hall E/EL 참가업체: 굿플랜서비스 이태림 주임 02-6000-1363
1층/3층 로비, 그랜드볼룸(INSPIRE) 참가업체: 필립커뮤니케이션즈 양동군 이사 010-9441-2323",,,,,,,,,,,
kp_ex_booth_004,,,,,exhibitor,부스타입,조립부스,간판/상호명 문의,조립부스 간판이 잘못 붙여져있습니다,"조립부스 시공사 측에 문의 부탁드립니다.
Hall A/B: 나라디자인 홍성민 과장 02-557-0481
Hall C/D(MedicomteK 포함) : 나라디자인 홍성민 과장 02-557-0481
Hall E/EL 참가업체: 굿플랜서비스 이태림 주임 02-6000-1363
1층/3층 로비, 그랜드볼룸(INSPIRE) 참가업체: 필립커뮤니케이션즈 양동군 이사 010-9441-2323",,,,,,,,,,,
kp_ex_booth_005,,,,,exhibitor,부스타입,조립부스,기본 제공 가구,기본 제공되는 가구가 어떻게 되죠?,"A,B,C,D홀 및 각 홀 로비
1-2부스 - 인포 1, 의자 1
3-4부스 - 인포 2 의자 2 
5부스 이상 - 인포 3 의자 3

E홀/E Lobby
1부스 - 인포 1, 의자 1
2부스 - 인포 1, 의자 1, 상담세트 1
3부스 - 인포 1, 의사 1, 쇼파세트 ",,,,,,,,,,,
kp_ex_booth_006,,,,,exhibitor,부스타입,조립부스,기본 제공 가구,기본 제공되는 가구를 더 받을 수 있을까요?,"현장 상황에 따라 추가제공은 어려울 수 있습니다. 각 조립부스 시공사에 문의바라며 추가 임대 시 발생하는 비용은 직접 결제해주시면 됩니다.
Hall A/B: 나라디자인 홍성민 과장 02-557-0481
Hall C/D(MedicomteK 포함) : 나라디자인 홍성민 과장 02-557-0481
Hall E/EL 참가업체: 굿플랜서비스 이태림 주임 02-6000-1363
1층/3층 로비, 그랜드볼룸(INSPIRE) 참가업체: 필립커뮤니케이션즈 양동군 이사 010-9441-2323",,,,,,,,,,,
kp_ex_booth_007,,,,,exhibitor,부스타입,조립부스,기본 제공 가구,기본 제공되는 가구를 못받아봤습니다,"조립부스 시공사 측에 문의 부탁드립니다.
Hall A/B: 나라디자인 홍성민 과장 02-557-0481
Hall C/D(MedicomteK 포함) : 나라디자인 홍성민 과장 02-557-0481
Hall E/EL 참가업체: 굿플랜서비스 이태림 주임 02-6000-1363
1층/3층 로비, 그랜드볼룸(INSPIRE) 참가업체: 필립커뮤니케이션즈 양동군 이사 010-9441-2323",,,,,,,,,,,
kp_ex_booth_008,,,,,exhibitor,부스타입,조립부스,기본 제공 가구,기본 제공되는 가구를 교체하고 싶어요,"조립부스 시공사 측에 문의 부탁드립니다.
Hall A/B: 나라디자인 홍성민 과장 02-557-0481
Hall C/D(MedicomteK 포함) : 나라디자인 홍성민 과장 02-557-0481
Hall E/EL 참가업체: 굿플랜서비스 이태림 주임 02-6000-1363
1층/3층 로비, 그랜드볼룸(INSPIRE) 참가업체: 필립커뮤니케이션즈 양동군 이사 010-9441-2323",,,,,,,,,,,
kp_ex_booth_009,,,,,exhibitor,부스타입,독립부스,시공문의,독립부스 신청한 업체인데 콘센트 설치해주실 수 있으신가요?,"먼저, 독립부스 시공사에 확인을 해주시고 만약 독립부스 시공사에서 전기 설비가 불가능한 경우 아래 연락처로 문의하셔서 직접 결제까지 해주시면 됩니다 
1층 참가업체: 정성전기 조호익 이사 010-5238-4557
3층 참가업체: SMS전기 강남훈 팀장 010-9943-4797",,,,,,,,,,,
kp_ex_utility_001,,,,,exhibitor,부대시설,가구,변경,기존에 신청했던 내역에서 변경할 수 있을까요?,"현장 추가 품목의 재고가 없을 경우, 임대가 불가능할 수 있습니다.

기존 내역에서 변경하게 되면 계산서를 수정해드려야하기 때문에 사무국으로 문의바랍니다",,,,,,,,,,,
kp_ex_utility_002,,,,,exhibitor,부대시설,가구,취소,기존에 신청했던 내역에서 취소 가능할까요?,현재 취소 가능여부와 취소하신 경우 계산서를 수정해드려야하기 때문에 사무국으로 문의바랍니다,,,,,,,,,,,
kp_ex_utility_003,,,,,exhibitor,부대시설,가구,추가,현장에서 추가로 가구 임대 가능할까요?,"현장 추가 품목의 재고가 없을 경우, 임대가 불가능할 수 있습니다.
정확한 임대문의는 하단 연락처로 문의 후 결제도 진행해주시기 바랍니다
1층 참가업체: 정은영 부장 010-5213-2396
3층 참가업체: 유아양 사원 010-9196-2660",,,,,,,,,,,
kp_ex_utility_004,,,,,exhibitor,부대시설,가구,독립부스 가구,독립부스 신청한 업체인데 사무국에서 가구를 임대할 수 있을까요?,"독립부스 시공사는 각 시공사로 가구 임대를 문의하셔야 합니다.
KIMES 가구임대의 경우, 조립부스 시공사에만 적용됩니다.",,,,,,,,,,,
kp_ex_utility_005,,,,,exhibitor,부대시설,가구,가구 현장,신청한 가구가 아직 부스에 도착하지 않았습니다,"현장 상황에 따라 순차적으로 가구를 부스에 가져다드리고 있습니다. 잠시 시간을 가지고 기다려주시면 부스로 가져다드리겠습니다.

자세한 일정 문의는 아래 연락처로 문의바랍니다.
1층 참가업체: 정은영 부장 010-5213-2396
3층 참가업체: 유아양 사원 010-9196-2660",,,,,,,,,,,
kp_ex_utility_006,,,,,exhibitor,부대시설,가구,가구 현장,가구 상태가 별로라서 교체를 희망합니다,"가구 협력업체 측으로 연락 바랍니다.
1층 참가업체: 이용래 과장 010-4813-1169
3층 참가업체: 박종백 부장 010-7151-6772",,,,,,,,,,,
kp_ex_utility_007,,,,,exhibitor,부대시설,전기,전기 현장,현장에서 전기를 추가 신청하고 싶습니다,"상황에 따라서 추가 신청은 불가능할 수 있습니다.
가능 여부 확인이 우선 필요하므로 아래 현장 사무국측으로 연락 바랍니다.",,,,,,,,,,,
kp_ex_utility_008,,,,,exhibitor,부대시설,전기,전기 현장,장비 시연을 해야하는데 미리 전기 공급가능할까요?,"전시장 내 안전문제로 특정 부스만 전기를 먼저 공급해드리기는 어렵습니다.
3/18(화) 오후 2시쯤 전시장 구역 별로 순차적으로 공급됩니다.",,,,,,,,,,,
kp_ex_utility_009,,,,,exhibitor,부대시설,전기,전기 현장,전기는 언제 켜지나요?,3/18(화) 오후 2시쯤 전시장 구역 별로 순차적으로 공급됩니다.,,,,,,,,,,,
kp_ex_utility_010,,,,,exhibitor,부대시설,전기,전기 현장,저희 부스만 전기가 안들어와요,"조립부스의 경우, 콘센트 문제일 수가 있기 때문에 시공사로 문의 바랍니다.
Hall A/B: 나라디자인 홍성민 과장 02-557-0481
Hall C/D(MedicomteK 포함) : 나라디자인 홍성민 과장 02-557-0481
Hall E/EL 참가업체: 굿플랜서비스 이태림 주임 02-6000-1363
1층/3층 로비, 그랜드볼룸(INSPIRE) 참가업체: 필립커뮤니케이션즈 양동군 이사 010-9441-2323

독립부스의 경우, 전기가 잘 연결이 되었는지 시공사에 먼저 확인 부탁드리며 그래도 전기가 들어오지 않는 경우, 아래 연락처로 문의바랍니다.
1층 참가업체: 정성전기 조호익 이사 010-5238-4557
3층 참가업체: SMS전기 강남훈 팀장 010-9943-4797",,,,,,,,,,,
kp_ex_utility_011,,,,,exhibitor,부대시설,전기,전기 현장,멀티탭 있나요?,사무국에서 제공해드리는 멀티탭은 없습니다. 코엑스 1층 남문 방향에 있는 링코(종합문구)에서 구매 가능합니다.,,,,,,,,,,,
kp_ex_utility_012,,,,,exhibitor,부대시설,인터넷,,인터넷선 추가할 수 있을까요?,"공사가 완료된 부스의 경우, 인터넷선 추가 설치 가능여부가 불확실합니다.
가능여부 확인을 위해 사무국으로 연락 주시기 바랍니다.",,,,,,,,,,,
kp_ex_utility_013,,,,,exhibitor,부대시설,인터넷,,인터넷선 취소할 수 있을까요?,이미 설치가 완료된 인터넷선의 경우 취소가 불가능합니다.,,,,,,,,,,,
kp_ex_utility_014,,,,,exhibitor,부대시설,인터넷,,인터넷 연결이 안됩니다.,"아래 코엑스 통신실 측에 연락 바랍니다.
코엑스 통신실 김승범 차장 010-8563-1420",,,,,,,,,,,
kp_ex_utility_015,,,,,exhibitor,부대시설,인터넷,,인터넷 연결이 불안정합니다,"아래 코엑스 통신실 측에 연락 바랍니다.
코엑스 통신실 김승범 차장 010-8563-1420",,,,,,,,,,,
kp_ex_utility_016,,,,,exhibitor,부대시설,수도,,수도를 추가로 설치하고 싶어요,"공사가 완료된 부스의 경우, 수도 추가 설치 가능여부가 불확실합니다.
가능여부 확인을 위해 사무국으로 연락 주시기 바랍니다.",,,,,,,,,,,
kp_ex_utility_017,,,,,exhibitor,부대시설,수도,,신청한 수도를 취소하고 싶어요,이미 설치가 완료된 수도의 경우 취소가 불가능합니다.,,,,,,,,,,,
kp_ex_utility_018,,,,,exhibitor,부대시설,수도,,수도에 문제가 있어요,"아래 협력업체 측에 연락 바랍니다.
고려가스산업 차필기 이사 010-6215-9971",,,,,,,,,,,
kp_ex_utility_019,,,,,exhibitor,부대시설,압축공기,,압축공기를 추가로 설치하고 싶어요,"공사가 완료된 부스의 경우, 수도 추가 설치 가능여부가 불확실합니다.
가능여부 확인을 위해 사무국으로 연락 주시기 바랍니다.",,,,,,,,,,,
kp_ex_utility_020,,,,,exhibitor,부대시설,압축공기,,신청한 압축공기를 취소하고 싶어요,이미 설치가 완료된 압축공기의 경우 취소가 불가능합니다.,,,,,,,,,,,
kp_ex_utility_021,,,,,exhibitor,부대시설,압축공기,,압축공기에 문제가 있어요,"아래 협력업체 측에 연락 바랍니다.
고려가스산업 차필기 이사 010-6215-9971",,,,,,,,,,,
kp_ex_utility_022,,,,,exhibitor,부대시설,LINK-UP QR스캐너,,"링크업(LINK-UP) QR스캐너, 참관객 리더기를 신청하고 싶습니다.",사무국으로 문의하여 신청해주시기 바랍니다.,,,,,,,,,,,
kp_ex_utility_023,,,,,exhibitor,부대시설,LINK-UP QR스캐너,,신청한 요금제로 변경되어 있지 않습니다.,사무국으로 문의해주시기 바랍니다.,,,,,,,,,,,
kp_ex_utility_024,,,,,exhibitor,부대시설,LINK-UP QR스캐너,,앱 말고 실물리더기로 대여하고 싶어요,"LINK-UP QR스캔 서비스는 리뉴얼된 서비스로, 더이상 실물 리더기는 제공되지 않습니다.",,,,,,,,,,,
kp_ex_utility_025,,,,,exhibitor,부대시설,LINK-UP QR스캐너,,스캔한 정보는 어떻게 받아볼 수 있나요?,앱 메인페이지 또는 스캔내역 페이지 우측 상단에 엑셀로 내보내기 기능이 있습니다.,,,,,,,,,,,
kp_ex_utility_026,,,,,exhibitor,부대시설,LINK-UP QR스캐너,,스캔 횟수가 올라가지 않습니다,"단말기의 WIFI, 데이터 연결 상태를 확인해주세요",,,,,,,,,,,
kp_ex_utility_027,,,,,exhibitor,부대시설,LINK-UP QR스캐너,,로그인이 안됩니다,"전시회 홈페이지 계정이 아닌, 별도의 링크업 계정을 생성해야합니다. 회원가입은 앱 내에서 가능합니다.",,,,,,,,,,,
kp_ex_utility_028,,,,,exhibitor,부대시설,LINK-UP QR스캐너,,회원가입이 안됩니다,사무국으로 문의해주시기 바랍니다.,,,,,,,,,,,
kp_ex_utility_029,,,,,exhibitor,부대시설,LINK-UP QR스캐너,,옛날 핸드폰도 사용 가능한가요?,"Android 12버전 이상부터 사용 가능합니다.(최신 버전에서 사용을 권장합니다.)
iOS 15버전 이상부터 사용 가능합니다.(최신 버전에서 사용을 권장합니다.) ",,,,,,,,,,,
kp_ex_utility_030,,,,,exhibitor,부대시설,LINK-UP QR스캐너,,어플은 어디서 설치할 수 있나요?,"운영체제별 다운로드 링크를 확인해주세요
안드로이드 : https://play.google.com/store/apps/details?id=com.koreaenx.eandexqr&pcampaignid=web_share
iOS(아이폰) : https://apps.apple.com/us/app/link-up-%EC%8A%A4%EC%BA%90%EB%84%88/id6739343131",,,,,,,,,,,
kp_ex_badge_001,TRUE,,,,exhibitor,출입증,수령위치 및 시간,,출입증은 어디서 수령하나요?,"시간: 3/17일(화) ~ 3/18일(수) 오전 10시 ~ 오후 6시
위치
Hall A/AL/B/BL/그랜드볼룸 참가업체: A2 입구 옆
Hall C/D/DL/E/EL 참가업체: C2 입구 옆
※ 전시회 첫날인 3/19(목)에도 참관객 출입증 발급대에서 수령은 가능하나,
발급대가 혼잡할 가능성이 높아 준비기간에 수령하시는 것을 추천드립니다.",,,,,,,,,,,
kp_ex_badge_002,,,,,exhibitor,출입증,수령위치 및 시간,,출입증은 언제 수령 가능한가요?,"시간: 3/17일(화) ~ 3/18일(수) 오전 10시 ~ 오후 6시
위치
Hall A/AL/B/BL/그랜드볼룸 참가업체: A2 입구 옆
Hall C/D/DL/E/EL 참가업체: C2 입구 옆
※ 전시회 첫날인 3/19(목)에도 참관객 출입증 발급대에서 수령은 가능하나,
발급대가 혼잡할 가능성이 높아 준비기간에 수령하시는 것을 추천드립니다.",,,,,,,,,,,
kp_ex_badge_003,,,,,exhibitor,출입증,수령위치 및 시간,,전시회 시작 후에도 수령 가능한가요?,"전시회 첫날인 3/19(목)에도 참관객 출입증 발급대에서 수령은 가능하나,
발급대가 혼잡할 가능성이 높아 준비기간에 수령하시는 것을 추천드립니다.",,,,,,,,,,,
kp_ex_badge_004,,,,,exhibitor,출입증,일괄 수령 가능한지,,한사람이 기업 전체 출입증을 수령해도 될까요?,네 가능합니다.,,,,,,,,,,,
kp_ex_badge_005,,,,,exhibitor,출입증,추가/수정,,부스 운영 인력에 변화가 생겼는데 추가나 수정 가능할까요?,현장 출입증 발급대에서 추가/수정 가능합니다,,,,,,,,,,,
kp_ex_badge_006,,,,,exhibitor,출입증,언제부터 필요해요?,,공사기간에도 출입증을 가지고 입장해야하나요?,공사기간에는 출입증을 패용하지 않으셔도 됩니다. 전시기간에 패용해주세요,,,,,,,,,,,
kp_ex_etc_001,,,,,exhibitor,초청장,추가요청,,초청장을 추가로 받고 싶어요,필요하신 수량을 말씀해주시면 확인 후 전달드리겠습니다. 사무국으로 문의바랍니다.,,,,,,,,,,,
kp_ex_etc_002,,,,,exhibitor,폐기물 처리,폐기물,,부스에 쓰레기들은 어떻게 처리하죠?,하역장 쪽에서 쓰레기 처리를 위해 마대자루를 판매하고 있습니다. 마대자루 구매 후 처리 부탁드립니다.,,,,,,,,,,,
kp_ex_etc_003,,,,,exhibitor,폐기물 처리,폐기물,,쓰레기는 부스에 두고 가면 되나요?,"화분, 포장재, 폐기물은 반드시 반출하셔야하며 잔존 시, 처리 비용이 청구됩니다.",,,,,,,,,,,
kp_ex_etc_004,,,,,exhibitor,현장 사무국,위치,,현장 사무국 위치가 어디인가요?,Hall A/AL/C/E/EL 참가업체: Hall A 2층 (Hall A와 Hall C의 중간층) 주최자 사무실,,,,,,,,,,,
kp_ex_etc_005,,,,,exhibitor,현장 사무국,연락처,,현장 사무국 연락처가 어떻게 되나요?,,,,,,,,,,,,
kp_ex_etc_006,,,,,exhibitor,참가확인서,참가확인서,,전시회 참가확인서는 어디서 받을 수 있나요?,"전시회 종료 후 3/23(월)부터 사무실로 연락 주시면 확인 후 발송 도와드리겠습니다.
사무실 전화번호: 02-551-0102",,,,,,,,,,,
kp_ex_etc_007,,,,,exhibitor,전시목적 미허가 의료기기,스티커 교환,,전시목적 미허가 의료기기 스티커는 어디서 교환하나요?,"식약처로부터 받은 공문을 출력하신 후, 3/17(화)~3/18(수)에 현장 사무국으로 방문하셔서 제출해주시면, 전시품에 부착하는 스티커로 교환해드립니다.",,,,,,,,,,,
kp_ex_etc_008,,,,,exhibitor,27년 참가신청,27년 참가신청,,27년 참가신청은 어떻게 하나요?,"추후 안내가 나갈 예정이며, 27년 참가 안내는 2026년 7월~8월로 예정되어있습니다.
하반기 부산국제의료기기전시회는 10월 23일부터 25일에 개최되며, 현쟁 홈페이지에서 참가신청을 받고 있습니다.",,,,,,,,,,,
,,,,,exhibitor,비품 구매,비품 구매,,근처에 필요물품 살 수 있는 곳 있나요?,코엑스 1층 남문 앞에 링코 라는 문구점과 코엑스 스타필드몰 지하1층 다이소가 있습니다,,,,,,,,,,,
kp_ex_hotline_001,,,,,exhibitor,협력업체 연락처,협력업체 연락처,,조립부스 시공사 연락처가 어떻게 되나요?,"아래 연락처로 부스번호와 참가업체명을 말씀해주시면 보다 신속한 조치가 가능합니다.
Hall A/B: 나라디자인 홍성민 과장 02-557-0481
Hall C/D(MedicomteK 포함) : 나라디자인 홍성민 과장 02-557-0481
Hall E/EL 참가업체: 굿플랜서비스 이태림 주임 02-6000-1363
1층/3층 로비, 그랜드볼룸(INSPIRE) 참가업체: 필립커뮤니케이션즈 양동군 이사 010-9441-2323",,,,,,,,,,,
kp_ex_hotline_002,,,,,exhibitor,협력업체 연락처,협력업체 연락처,,전기 시공 업체 연락처가 어떻게 되나요?,"아래 연락처로 부스번호와 참가업체명을 말씀해주시면 보다 신속한 조치가 가능합니다.
1층 참가업체: 정성전기 조호익 이사 010-5238-4557
3층 참가업체: SMS전기 강남훈 팀장 010-9943-4797",,,,,,,,,,,
kp_ex_hotline_003,,,,,exhibitor,협력업체 연락처,협력업체 연락처,,수도/압축공기 시공 업체 연락처가 어떻게 되나요?,"아래 연락처로 부스번호와 참가업체명을 말씀해주시면 보다 신속한 조치가 가능합니다.
고려가스산업 차필기 이사 010-6215-9971",,,,,,,,,,,
kp_ex_hotline_004,,,,,exhibitor,협력업체 연락처,협력업체 연락처,,인터넷 시공 업체 연락처가 어떻게 되나요?,"아래 연락처로 부스번호와 참가업체명을 말씀해주시면 보다 신속한 조치가 가능합니다.
코엑스 통신실 김승범 차장 010-8563-1420",,,,,,,,,,,
kp_ex_hotline_005,,,,,exhibitor,협력업체 연락처,협력업체 연락처,,가구 업체 연락처가 어떻게 되나요?,"아래 연락처로 부스번호와 참가업체명을 말씀해주시면 보다 신속한 조치가 가능합니다.
[신청문의]
1층 참가업체: 정은영 부장 010-5213-2396
3층 참가업체: 유아양 사원 010-9196-2660

[설치문의]
1층 참가업체: 이용래 과장 010-4813-1169
3층 참가업체: 박종백 부장 010-7151-6772",,,,,,,,,,,
kp_ex_hotline_006,,,,,exhibitor,협력업체 연락처,협력업체 연락처,,현장 사무국 연락처가 어떻게 되나요?,,,,,,,,,,,,
kp_ex_hotline_007,,,,,exhibitor,협력업체 연락처,협력업체 연락처,,현장 지게차 연락처가 어떻게 되나요?,아래 연락처로 부스번호와 참가업체명을 말씀해주시면 보다 신속한 조치가 가능합니다.,,,,,,,,,,,
kp_ex_hotline_008,,,,,exhibitor,협력업체 연락처,협력업체 연락처,,통역 및 부스 안내요원도 구할 수 있나요?,"아래 연락처로 부스번호와 참가업체명을 말씀해주시면 보다 신속한 조치가 가능합니다.
브링코 조재호 실장 010-9669-5782",,,,,,,,,,,
kp_ex_park_001,,,,,exhibitor,주차,주차 장소,,짐을 옮기려고 하는데 주차를 어디다가 해야하나요?,"일반차량의 경우 코엑스 지하에 주차하여 짐을 옮기셔야 합니다. 코엑스 지하주차장 블루, 퍼플 지역이 전시장과 가깝습니다.",,,,,,,,,,,
kp_ex_park_002,,,,,exhibitor,주차,주차 비용,,주차 비용이 어떻게 되나요?,"승용차: 15분마다 1,500원, 일일 주차 60,000원
화물차(2.5t 이상 승용차): 15분마다 3,000원, 일일 주차 120,000원
대형버스: 주차장 이용불가",,,,,,,,,,,
kp_ex_park_003,,,,,exhibitor,주차,주차 할인,주차할인,전시회 참가업체 대상 무료 주차 제공이 있나요?,"별도로 제공되는 내용은 없습니다 
참가업체 대상으로 '카카오 T 주차 for Manager'에서 시간권, 종일권을 구매하실 수 있는 서비스가 안내되고 있습니다. 자세한 내용은 아래 링크를 확인 부탁드립니다",https://eandex.co.kr/kimesmanual_116,,,,,,,,,,
kp_ex_park_004,,,,,exhibitor,주차,주차권 구매,,주차권을 구매할 수 있나요?,"지류로 구매하실 수는 없고, 참가업체 대상으로 '카카오 T 주차 for Manager'에서 시간권, 종일권을 구매하실 수 있는 서비스가 안내되고 있습니다. 자세한 내용은 아래 링크를 확인 부탁드립니다",https://eandex.co.kr/kimesmanual_116,,,,,,,,,,
,,,,,,,주차계정 생성,,참가업체 대상 주차할인권은 어떻게 구매하나요?,"참가업체 대상으로 '카카오 T 주차 for Manager'에서 시간권, 종일권을 구매하실 수 있는 서비스가 안내되고 있습니다. 

1. 계정 생성 후 코엑스 주차센터 승인(02-6002-7130)
2. 행사권 구매
3. 입차한 차량에 적용

자세한 내용은 아래 링크를 확인 부탁드립니다",https://eandex.co.kr/kimesmanual_116,,,,,,,,,,
,,,,,,,부대시설,,부대시설 추가로 신청 가능한가요?,"어떤 항목을 추가하고 싶으신지 말씀해주세요
예) 전기, 인터넷, 가구 등",,,,,,,,,,,
